,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
31,Residential,Manufactured Home,,47 ROCKHOUSE MILLS ROAD,2076.756,21159950202,POINT (5829972.181869325 3849814.1249210625)
32,Residential,Single Family Dwelling,,2307 TOMAHAWK ROAD,3461.287,21159950202,POINT (5835084.715056091 3860727.6935873087)
34,Residential,Single Family Dwelling,,123 BREWER DRIVE,1878.979,21159950100,POINT (5875766.448926369 3856471.7868846497)
35,Residential,Single Family Dwelling,,120 WEST MAIN STREET,2307.512,21159950202,POINT (5847416.945545442 3855466.69145207)
36,Residential,Manufactured Home,,4420 POPLAR FORK,2999.77,21159950100,POINT (5868967.143582042 3861919.4458537884)
37,Residential,Manufactured Home,,75 SKYLINE LANE,988.9314,21159950202,POINT (5842738.57043709 3860988.025047617)
38,Residential,Manufactured Home,,172 COLLINS CREEK,3131.633,21159950100,POINT (5884177.850763126 3847092.0823762906)
39,Residential,Single Family Dwelling,,130 LOWER SALTWELL ROAD,2241.606,21159950202,POINT (5845669.417931056 3850344.6046342887)
40,Unclassified,Unclassified,,5748 HIGHWAY 645,1582.292,21159950202,POINT (5844499.597588975 3850311.652867469)
42,Residential,Single Family Dwelling,,2128 BLACKLOG ROAD,5307.266,21159950201,POINT (5855916.763784002 3850682.108271769)
43,Residential,Single Family Dwelling,,109 CALLOWAY ROAD,1977.862,21159950202,POINT (5834499.02764898 3860692.1593633997)
45,Residential,Manufactured Home,,3785 BIG ELK ROAD,1516.357,21159950100,POINT (5870747.54031733 3861910.908725712)
46,Unclassified,Unclassified,,5056 BLACKLOG ROAD,923.0119,21159950201,POINT (5866966.59818148 3843411.5277869822)
47,Residential,Manufactured Home,,7431 BEAUTY ROAD,2109.729,21159950100,POINT (5876731.963374724 3843744.245754644)
48,Residential,Single Family Dwelling,,43 GROUNDHOG ROAD,1582.296,21159950100,POINT (5882266.711246028 3847027.3391008093)
49,Residential,Single Family Dwelling,,116 LOWER SALTWELL ROAD,1813.045,21159950202,POINT (5845754.318012967 3850322.1853880356)
50,Residential,Unclassified,,2338 BLACKLOG ROAD,988.937,21159950201,POINT (5856975.197232347 3850692.5038874624)
51,Unclassified,Unclassified,,33 AARON STREET,2076.758,21159950201,POINT (5855769.339518331 3850636.7919020504)
52,Residential,Unclassified,,2358 BLACKLOG ROAD,3757.942,21159950201,POINT (5857042.840266753 3850669.9387510754)
53,Unclassified,Unclassified,,3884 HODE ROAD,1186.74,21159950100,POINT (5882057.952674539 3862319.3155286214)
54,Commercial,Retail Trade,,3508 BLACKLOG ROAD,6460.998,21159950201,POINT (5860891.926201132 3846222.3923395006)
55,Residential,Manufactured Home,,388 CAMP BRANCH,593.3548,21159950201,POINT (5853136.931706559 3845991.412702015)
56,Residential,Manufactured Home,,3827 BIG ELK ROAD,3428.285,21159950100,POINT (5870504.426471442 3861876.2261748184)
57,Residential,Single Family Dwelling,,451 WEST MAIN STREET,2867.906,21159950202,POINT (5845888.4812947055 3855401.731039413)
58,Residential,Single Family Dwelling,,228 JAKES PLACE,988.9321,21159950100,POINT (5867679.084898376 3861800.6796103907)
59,Residential,Single Family Dwelling,,4252 BLACKLOG ROAD,791.1534,21159950201,POINT (5863149.671184199 3843280.826395405)
60,Unclassified,Unclassified,,732 HODE ROAD,2637.156,21159950100,POINT (5882619.879265786 3851575.8438823144)
61,Residential,Temporary Lodging,,336 EAST MAIN STREET,2670.122,21159950201,POINT (5849611.160462414 3855548.090319351)
62,Residential,Single Family Dwelling,,38 AARON STREET,1977.873,21159950201,POINT (5855666.8278497355 3850612.7233718834)
63,Unclassified,Unclassified,,7349 BEAUTY ROAD,791.1558,21159950100,POINT (5876921.501136081 3843333.6150120352)
64,Residential,Manufactured Home,,3632 BLACKLOG ROAD,1186.725,21159950201,POINT (5861067.636948286 3845589.1761036166)
65,Residential,Unclassified,,569 CAMP BRANCH,2999.768,21159950201,POINT (5852469.233853203 3845280.3562138467)
68,Residential,Single Family Dwelling,,117 TRACE BRANCH,791.15,21159950202,POINT (5830579.11377569 3844524.9500624985)
69,Residential,Manufactured Home,,344 SPRUCE PINE ROAD,2983.285,21159950100,POINT (5859549.857035529 3861716.10415028)
70,Residential,Single Family Dwelling,,24 FRANKS ROAD,1631.746,21159950100,POINT (5868375.41894178 3840951.940573522)
71,Commercial,Retail Trade,,428 EAST MAIN STREET,3955.737,21159950201,POINT (5850005.787299585 3855600.9551229626)
72,Residential,Manufactured Home,,745 BIG BRANCH,2637.154,21159950100,POINT (5877914.827284503 3832454.3047630563)
73,Residential,Manufactured Home,,771 BIG BRANCH,2769.008,21159950100,POINT (5877742.563900763 3832437.8136709966)
74,Residential,Manufactured Home,,47 STACY ROAD,791.149,21159950100,POINT (5880922.963220548 3843485.793790011)
76,Residential,Unclassified,,71 HIMLERVILLE STREET,1318.586,21159950100,POINT (5877160.133795408 3846142.8047478716)
77,Residential,Single Family Dwelling,,1232 LITTLE PETER CAVE ROAD,1977.864,21159950100,POINT (5875437.281134731 3838319.344145091)
78,Commercial,Retail Trade,,55 DOGWOOD DRIVE,1054.872,21159950100,POINT (5887374.518697035 3843700.8759765443)
79,Residential,Single Family Dwelling,,377 CROOKED RUN ROAD,857.0685,21159950202,POINT (5845173.027255697 3861200.663461516)
80,Residential,Unclassified,,32 RIVERSIDE APARTMENTS DRIVE,4746.909,21159950100,POINT (5884704.083837476 3856800.926196251)
81,Agriculture,Agriculture,,1616 ROCKCASTLE ROAD,1582.306,21159950202,POINT (5844208.31840031 3861151.8536833897)
82,Residential,Unclassified,,70 WARFIELD ELEMENTARY LOOP,2241.59,21159950100,POINT (5885058.2500896035 3856827.2336712745)
83,Residential,Single Family Dwelling,,4410 TOMAHAWK ROAD,1318.587,21159950202,POINT (5828880.7438948825 3854885.3127336064)
84,Residential,Single Family Dwelling,,196 PREECE ROAD,2373.447,21159950201,POINT (5845941.353380194 3842688.5164318536)
85,Residential,Single Family Dwelling,,55 GREEN BOTTOM,1054.876,21159950202,POINT (5844914.515069833 3855429.575764388)
86,Residential,Single Family Dwelling,,109 CALLOWAY ROAD,1186.723,21159950202,POINT (5834525.919117067 3860803.008502285)
87,Residential,Manufactured Home,,104 HARVEY HORN ROAD,1038.386,21159950202,POINT (5855703.4682254335 3861528.774416728)
88,Unclassified,Unclassified,,132 LITTLE ELK HODE ROAD,1780.072,21159950100,POINT (5880199.530143288 3862370.7850320605)
89,Residential,Single Family Dwelling,,143 MOLLETT BRANCH,2637.145,21159950202,POINT (5829005.772902907 3845197.5142079033)
90,Unclassified,Unclassified,,818 HODE ROAD,1318.59,21159950100,POINT (5883203.925079122 3851689.3941085637)
91,Residential,Manufactured Home,,928 HALLS BRANCH,2373.447,21159950202,POINT (5829227.989857883 3860581.618728714)
93,Residential,Manufactured Home,,4597 COLDWATER ROAD,2538.261,21159950201,POINT (5854456.773689076 3831607.665480709)
94,Residential,Unclassified,,34 MUNCYVILLE ROAD,1878.988,21159950100,POINT (5885616.97547592 3838670.3291122527)
95,Residential,Single Family Dwelling,,5901 NORTH WOLF CREEK,1450.444,21159950100,POINT (5887417.835650171 3841631.027194823)
96,Residential,Single Family Dwelling,,402 EAST MAIN STREET,2307.508,21159950201,POINT (5849865.632812637 3855598.804405644)
97,Unclassified,Unclassified,,335 MARCUM HOLLOW,857.0687,21159950100,POINT (5878417.038975705 3841294.872869055)
98,Residential,Single Family Dwelling,,577 EAST MAIN STREET,6691.797,21159950202,POINT (5850814.6896194555 3855614.3314325553)
99,Residential,Single Family Dwelling,,96 ALBERT PINSON ROAD,2818.481,21159950100,POINT (5868970.1550847525 3843491.741081355)
0,Residential,Single Family Dwelling,,35 VENTERS BRANCH,1714.159,21159950201,POINT (5841266.226472687 3834567.3299704404)
1,Unclassified,Unclassified,,1555 LITTLE ROCKCASTLE ROAD,791.1519,21159950100,POINT (5870110.310542848 3835570.8487946885)
2,Residential,Manufactured Home,,4610 ROCKHOUSE ROAD,988.9318,21159950202,POINT (5830729.444282718 3834203.765158176)
3,Unclassified,Unclassified,,1555 LITTLE ROCKCASTLE ROAD,1120.796,21159950100,POINT (5870099.776344238 3835544.695139526)
4,Residential,Manufactured Home,,3465 RIVER FRONT ROAD,988.9435,21159950100,POINT (5890568.881551058 3836269.3090393073)
5,Residential,Manufactured Home,,3613 ROCKHOUSE ROAD,791.145,21159950202,POINT (5831282.22975855 3839169.292334298)
6,Residential,Single Family Dwelling,,1275 LITTLE PETER CAVE ROAD,2505.279,21159950100,POINT (5875171.992360854 3838387.2748140357)
7,Residential,Unclassified,,183 CREEKWOOD ESTATES,1038.39,21159950201,POINT (5858587.3628385 3840096.2133484012)
9,Residential,Unclassified,,3610 BLACKLOG ROAD,4054.633,21159950201,POINT (5860943.682295029 3845655.3635375276)
11,Unclassified,Unclassified,,3055 COLDWATER ROAD,527.4326,21159950201,POINT (5858289.208555301 3837802.1897376906)
12,Residential,Single Family Dwelling,,70 HIMLERVILLE STREET,1714.154,21159950100,POINT (5877105.137273451 3846221.2830579216)
13,Unclassified,Unclassified,,298 CRUM BRANCH,1186.73,21159950201,POINT (5844942.803875556 3839594.3263607835)
14,Residential,Single Family Dwelling,,8018 BEAUTY ROAD,3692.007,21159950100,POINT (5877795.144038546 3846242.094840993)
15,Residential,Single Family Dwelling,,7994 BEAUTY ROAD,1071.348,21159950100,POINT (5877669.378170752 3846256.622375524)
16,Residential,Unclassified,,1939 COLDWATER ROAD,3708.511,21159950201,POINT (5857518.168714974 3842652.2414767984)
17,Unclassified,Unclassified,,5774 NORTH WOLF CREEK,1977.856,21159950100,POINT (5887034.826367348 3841075.6250996203)
18,Residential,Unclassified,,249 GROUNDHOG HOLLOW,2768.998,21159950100,POINT (5882296.966164342 3846396.7020128365)
19,Residential,Manufactured Home,,3632 BLACKLOG ROAD,2109.725,21159950201,POINT (5861037.142316153 3845639.5707150036)
20,Residential,Single Family Dwelling,,35 VENTERS BRANCH,807.6283,21159950201,POINT (5841329.918604973 3834522.8886016575)
21,Unclassified,Unclassified,,40 PONDEROSA DRIVE,791.1478,21159950202,POINT (5830955.734983832 3839122.2193390313)
22,Residential,Single Family Dwelling,,192 CREEKWOOD ESTATES,2142.697,21159950201,POINT (5858432.673245573 3840041.284500032)
23,Residential,Single Family Dwelling,,19 HILL VIEW,2373.462,21159950201,POINT (5852636.074155026 3845338.4839659994)
24,Residential,Manufactured Home,,2295 ROCKHOUSE ROAD,593.361,21159950202,POINT (5830094.959119776 3844566.1273375195)
25,Residential,Single Family Dwelling,,2304 LITTLE ROCKCASTLE ROAD,2422.885,21159950201,POINT (5869132.160719209 3832168.148097386)
26,Residential,Single Family Dwelling,,314 COLLINS CREEK,527.4307,21159950100,POINT (5883805.457361035 3846428.6853448628)
27,Residential,Manufactured Home,,771 BIG BRANCH,2538.274,21159950100,POINT (5877806.565911455 3832486.7772247833)
29,Residential,Single Family Dwelling,,602 CAMP BRANCH,1087.821,21159950201,POINT (5852211.964190212 3845316.389202706)
30,Residential,Unclassified,,886 CRUM BRANCH,1087.836,21159950201,POINT (5846751.659674768 3837370.217429501)
31,Residential,Manufactured Home,,105 CLINE BOTTOM,1318.577,21159950202,POINT (5844423.879428763 3842206.1697634715)
32,Residential,Manufactured Home,,2295 ROCKHOUSE ROAD,1846.004,21159950202,POINT (5830031.63803306 3844542.072341416)
34,Residential,Manufactured Home,,855 CRUM BRANCH,1054.871,21159950201,POINT (5846903.404886981 3837359.1707506394)
35,Unclassified,Unclassified,,315 CRUM BRANCH,2736.041,21159950201,POINT (5845108.533448077 3839561.631288583)
37,Residential,Single Family Dwelling,,44 ESTIL PENIX DRIVE,1038.387,21159950202,POINT (5826655.189732684 3841614.963819149)
38,Unclassified,Unclassified,,60 BEAGLE DRIVE,1054.872,21159950202,POINT (5828615.12998891 3834074.5406303667)
39,Unclassified,Unclassified,,34 MUNCYVILLE ROAD,593.366,21159950100,POINT (5885595.812391909 3838720.366931741)
40,Residential,Manufactured Home,,2301 ROCKHOUSE ROAD,692.2465,21159950202,POINT (5829956.820288486 3844539.6570577607)
41,Residential,Unclassified,,40 PONDEROSA DRIVE,4351.332,21159950202,POINT (5830973.770704598 3839042.9040319384)
43,Residential,Single Family Dwelling,,85 HIMLERVILLE STREET,2768.999,21159950100,POINT (5877018.018899113 3846153.418752367)
44,Residential,Single Family Dwelling,,795 BIG BRANCH,1582.296,21159950100,POINT (5877335.762147209 3832461.2448062752)
45,Residential,Single Family Dwelling,,60 MAPLE DRIVE,1318.564,21159950100,POINT (5887317.240702975 3843715.1984746167)
46,Residential,Single Family Dwelling,,350 GROUNDHOG HOLLOW,1054.856,21159950100,POINT (5882599.881918314 3846361.778217621)
47,Residential,Manufactured Home,,29 AYSCUE HOLLOW,741.7004,21159950202,POINT (5831258.185911398 3839067.485722967)
48,Residential,Single Family Dwelling,,86 PREECE HILL,2769.035,21159950201,POINT (5863261.105611069 3842866.459461401)
49,Residential,Unclassified,,15 MAPLE DRIVE,2637.162,21159950100,POINT (5887034.4304634025 3843685.436138818)
50,Residential,Single Family Dwelling,,314 COLLINS CREEK,3181.065,21159950100,POINT (5883858.455577575 3846389.797760129)
51,Residential,Single Family Dwelling,,276 GROUNDHOG HOLLOW,1714.164,21159950100,POINT (5882058.46297138 3846325.0996617437)
52,Unclassified,Unclassified,,473 SWEETWATER ROAD,494.4726,21159950100,POINT (5866811.643469972 3845795.4465884315)
53,Residential,Single Family Dwelling,,200 CREEKWOOD ESTATES,1631.735,21159950201,POINT (5858520.364873513 3839999.7183900177)
54,Residential,Single Family Dwelling,,89 JORDAN HOLLOW,923.0212,21159950300,POINT (5883850.267588885 3826677.7176596834)
55,Residential,Unclassified,,7332 RIVER FRONT ROAD,1977.868,21159950300,POINT (5904039.089972945 3827400.646996014)
57,Residential,Single Family Dwelling,,2170 NORTH WOLF CREEK,4944.65,21159950300,POINT (5881563.349218814 3830882.956183818)
58,Residential,Unclassified,,226 HOLTY ROAD,1846.007,21159950100,POINT (5884520.516763892 3830993.274944931)
59,Unclassified,Unclassified,,1411 LITTLE PETER CAVE ROAD,593.3584,21159950100,POINT (5874714.332003896 3838791.4586959947)
60,Residential,Single Family Dwelling,,200 MUDDY BRANCH,4713.935,21159950201,POINT (5857622.16959142 3838152.6591028557)
61,Residential,Unclassified,,63 EVERETT ROAD,1780.084,21159950100,POINT (5877351.730843087 3842398.267656184)
62,Residential,Manufactured Home,,475 LACKEY BRANCH,692.2559,21159950100,POINT (5878219.325096783 3830767.206753951)
63,Unclassified,Unclassified,,17 PAUL HOWARD COURT,1878.959,21159950201,POINT (5844535.151033745 3841247.5779253934)
64,Residential,Manufactured Home,,3007 RIVER FRONT ROAD,1681.177,21159950100,POINT (5888725.92387983 3835243.72986574)
65,Residential,Single Family Dwelling,,3249 NORTH WOLF CREEK,659.2911,21159950100,POINT (5881118.861928771 3834971.1876355517)
66,Residential,Manufactured Home,,3958 ROCKHOUSE ROAD,593.36,21159950202,POINT (5831099.1808717875 3837264.5581693347)
67,Residential,Manufactured Home,,7719 RIVER FRONT ROAD,2225.104,21159950300,POINT (5906251.181745622 3827459.78802461)
68,Residential,Single Family Dwelling,,2164 NORTH WOLF CREEK,1846.009,21159950300,POINT (5881397.20262715 3830875.4736346835)
69,Unclassified,Unclassified,,494 FROG POND ROAD,1582.295,21159950100,POINT (5873767.068834398 3830581.5059315627)
70,Residential,Single Family Dwelling,,3249 NORTH WOLF CREEK,791.1411,21159950100,POINT (5881083.334412571 3834966.855361317)
71,Residential,Single Family Dwelling,,4921 COLDWATER ROAD,593.3618,21159950201,POINT (5854880.663249386 3829921.793731565)
72,Residential,Single Family Dwelling,,100 DAVELLA ROAD,1318.589,21159950202,POINT (5838809.025565769 3829356.504504606)
73,Residential,Single Family Dwelling,,7632 RIVER FRONT ROAD,1730.637,21159950300,POINT (5905658.225980643 3827427.111485226)
74,Residential,Single Family Dwelling,,89 JORDAN HOLLOW,395.5731,21159950300,POINT (5883785.271490041 3826659.90665171)
75,Residential,Single Family Dwelling,,44 MIKE CHAPMAN LANE,1054.869,21159950201,POINT (5858018.689795573 3838183.8776114304)
76,Unclassified,Unclassified,,2164 COLDWATER ROAD,1483.4,21159950201,POINT (5857673.189797871 3841699.0424837936)
77,Residential,Single Family Dwelling,,2493 EMILY CREEK,527.4347,21159950300,POINT (5890501.033076134 3826895.6578653133)
78,Residential,Manufactured Home,,475 LACKEY BRANCH,2637.148,21159950100,POINT (5878258.998154259 3830724.4959478993)
79,Unclassified,Unclassified,,1330 CAMP BRANCH,1384.487,21159950201,POINT (5849893.895129792 3842472.22333963)
80,Residential,Manufactured Home,,855 CRUM BRANCH,1483.399,21159950201,POINT (5846887.048432885 3837429.249845986)
81,Residential,Unclassified,,60 BEAGLE DRIVE,1681.198,21159950202,POINT (5828612.258583146 3834165.311543086)
82,Unclassified,Unclassified,,1342 COLLINS CREEK,1186.722,21159950100,POINT (5879564.080922742 3843518.407773464)
83,Residential,Single Family Dwelling,,44 ESTIL PENIX DRIVE,1186.715,21159950202,POINT (5826548.118013952 3841689.035005905)
84,Residential,Unclassified,,54 BLACKBERRY ROAD,2307.519,21159950201,POINT (5841337.832424428 3839515.5683683334)
85,Residential,Single Family Dwelling,,570 BUCK BRANCH,2192.139,21159950100,POINT (5881733.518688021 3840937.4195825374)
86,Residential,Manufactured Home,,3485 RIVER FRONT ROAD,923.0017,21159950100,POINT (5890652.634670508 3836313.4275276973)
88,Residential,Single Family Dwelling,,68 MAPLE DRIVE,1846.017,21159950100,POINT (5887352.639831651 3843779.6820284347)
89,Unclassified,Unclassified,,211 GROUNDHOG HOLLOW,923.012,21159950100,POINT (5882464.411692599 3846476.6742958943)
90,Residential,Unclassified,,1808 RIVER FRONT ROAD,2587.727,21159950100,POINT (5888028.164576985 3841148.7360386993)
91,Residential,Single Family Dwelling,,582 MOORE BRANCH,2307.52,21159950201,POINT (5854215.818767226 3842615.3001850666)
92,Residential,Single Family Dwelling,,60 MAPLE DRIVE,6873.099,21159950100,POINT (5887260.764787776 3843726.465244074)
93,Residential,Single Family Dwelling,,44 ESTIL PENIX DRIVE,2620.674,21159950202,POINT (5826350.311466393 3841655.437480293)
94,Residential,Manufactured Home,,35 HIMLERVILLE STREET,2719.56,21159950100,POINT (5877351.564542229 3846276.74616318)
95,Residential,Manufactured Home,,3593 ROCKHOUSE ROAD,1318.598,21159950202,POINT (5831144.918673501 3839214.947924804)
96,Residential,Single Family Dwelling,,564 BUCK BRANCH,1582.301,21159950100,POINT (5881924.355722179 3840926.947439599)
97,Residential,Manufactured Home,,226 PHOEBE TRACE,791.1493,21159950100,POINT (5873568.753534024 3840630.564756797)
