PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,SQFEET,CENSUSCODE,geometry
1489 EAST MAIN STREET,Residential,Single Family Dwelling,,1977.88,21159950100,POINT (5853055.448766934 3852261.779798242)
1489 SOUTH WOLF CREEK,Residential,Unclassified,,2241.581,21159950300,POINT (5869209.052378928 3822599.0830665925)
149 BIG ELK ROAD,Residential,Single Family Dwelling,,1928.421,21159950100,POINT (5877076.426545896 3846690.533532475)
149 DYE BOTTOM,Residential,Unclassified,,1318.578,21159950300,POINT (5864118.884535627 3819766.998802042)
149 LEWIS PRESTON ROAD,Unclassified,Unclassified,,1483.396,21159950202,POINT (5840260.084878617 3871007.909348429)
149 NEWBERRY LANE,Residential,Single Family Dwelling,,3263.4917,21159950202,POINT (5847158.909065464 3855158.2511319527)
149 SPLIT ROCK HOLLOW,Residential,Manufactured Home,,923.0166,21159950201,POINT (5854153.116498334 3843732.299575044)
1493 COLDWATER ROAD,Residential,Unclassified,,6642.353999999999,21159950201,POINT (5857116.494841628 3844753.313988401)
1493 POPLAR FORK,Unclassified,Unclassified,,1648.224,21159950100,POINT (5870125.300634204 3849300.1178297075)
1493 RIVER FRONT ROAD,Commercial,Retail Trade,,34348.97,21159950100,POINT (5888225.989596611 3842895.191543243)
15 BONE HOLLOW,Residential,Single Family Dwelling,,791.1505,21159950100,POINT (5873743.184484682 3847635.1725705336)
15 EMILY CREEK,Residential,Single Family Dwelling,,2703.09,21159950100,POINT (5883074.884135677 3831467.4583491855)
15 FITCH CEMETERY ROAD,Residential,Single Family Dwelling,,2834.9616,21159950202,POINT (5849721.100398197 3881486.7819585637)
15 HICKMAN HEIGHTS,Residential,Single Family Dwelling,,1648.227,21159950100,POINT (5878417.695236674 3846591.5496217064)
15 HIDDEN PINE LANE,Unclassified,Unclassified,,6428.094,21159950202,POINT (5826876.774010379 3853924.359050157)
15 HIMLERVILLE STREET,Residential,Manufactured Home,,1582.307,21159950100,POINT (5877373.092883844 3846330.751309755)
15 HINKLE CEMETERY ROAD,Residential,Single Family Dwelling,,1153.752,21159950202,POINT (5855818.183061874 3871917.848998126)
15 HOWELL ROAD,Residential,Manufactured Home,,2637.135,21159950100,POINT (5881629.410501328 3844341.3585427166)
15 JACOBS PLACE,Residential,Manufactured Home,,3164.589,21159950100,POINT (5876854.021005775 3867076.785585891)
15 JUDE HOLLOW,Residential,Single Family Dwelling,,2373.439,21159950100,POINT (5876314.1398262875 3826442.8354835995)
15 MAPLE DRIVE,Residential,Unclassified,,2637.162,21159950100,POINT (5887034.4304634025 3843685.436138818)
15 MCCOY TRAILER PARK,Residential,Unclassified,,1120.785,21159950100,POINT (5886832.755855693 3840704.3550189026)
15 NEWBERRY LANE,Residential,Single Family Dwelling,,2373.427,21159950202,POINT (5847513.637847018 3854672.059873704)
15 PHOEBE TRACE,Unclassified,Unclassified,,1911.9551000000001,21159950100,POINT (5874663.085504563 3841208.71977132)
15 RALPH MOORE LANE,Residential,Manufactured Home,,3461.27,21159950201,POINT (5868537.045399142 3830506.714608629)
15 RED BUDD ROAD,Residential,Single Family Dwelling,,3626.094,21159950202,POINT (5834356.131718425 3873653.406036355)
15 SPENCE BRANCH,Residential,Manufactured Home,,1780.073,21159950202,POINT (5835748.319382901 3872807.937869417)
15 VINEYARD VALLEY,Residential,Unclassified,,2373.44,21159950202,POINT (5847456.763372262 3875413.910936155)
150 OLE BLUE DRIVE,Residential,Single Family Dwelling,,2142.693,21159950201,POINT (5843770.280088996 3840614.603944975)
150 TOMAHAWK ESTATE,Residential,Single Family Dwelling,,3296.4480000000003,21159950202,POINT (5833265.943691699 3858145.004171989)
150 WILDCAT BRANCH,Residential,Single Family Dwelling,,2637.167,21159950202,POINT (5824303.019123002 3848405.0790185877)
1504 POPLAR FORK,Residential,Multi - Family Dwelling,,2340.4874,21159950100,POINT (5870089.053327149 3849471.762863646)
1507 EMILY CREEK,Residential,Manufactured Home,,3527.1976,21159950100,POINT (5886439.4605933055 3828181.6643163674)
151 FANNIN FARM LANE,Residential,Single Family Dwelling,,1153.764,21159950202,POINT (5846845.039795139 3881242.1622529044)
151 JOSEPH LANE,Residential,Single Family Dwelling,,1977.881,21159950201,POINT (5858805.749196832 3847000.040663781)
151 MARCUM HOLLOW,Residential,Unclassified,,593.3622,21159950100,POINT (5877710.277284001 3842053.5864454387)
151 VENTERS BRANCH,Residential,Unclassified,,3461.276,21159950201,POINT (5841826.087488932 3834231.183342652)
1511 COLDWATER ROAD,Residential,Single Family Dwelling,,4021.683,21159950201,POINT (5857162.591394854 3844568.7826327244)
1514 SOUTH WOLF CREEK,Residential,Manufactured Home,,2472.332,21159950300,POINT (5869231.4813280525 3822434.5492479037)
1514 WHITE OAK ROAD,Residential,Manufactured Home,,593.3605,21159950300,POINT (5884166.427272328 3820647.180369933)
1518 SOUTH MILO ROAD,Unclassified,Unclassified,,1582.291,21159950202,POINT (5835247.00977856 3867047.259549893)
152 AVONELLE LANE,Residential,Single Family Dwelling,,923.0016,21159950202,POINT (5829522.015996961 3847506.151252787)
152 CASSELL BRANCH,Residential,Unclassified,,2637.149,21159950202,POINT (5844697.437758235 3864257.4446630017)
152 LITTLE ROCKCASTLE ROAD,Residential,Manufactured Home,,922.9999,21159950201,POINT (5867802.295955708 3841975.647837333)
152 LOWER CARTER BRANCH,Residential,Unclassified,,1681.191,21159950201,POINT (5853362.046309628 3848564.717030437)
152 PREECE ROAD,Residential,Single Family Dwelling,,1813.045,21159950201,POINT (5845780.5954005085 3843054.5530038956)
152 ROCKY BRANCH,Residential,Single Family Dwelling,,3164.581,21159950201,POINT (5872312.758692354 3825764.0352310655)
152 TURKEY CREEK,Residential,Single Family Dwelling,,1582.281,21159950100,POINT (5851551.114349738 3855790.3096786053)
152 WARD TRAILER PARK ROAD,Residential,Unclassified,,923.0044,21159950100,POINT (5881358.964483804 3863042.414466449)
1521 COLDWATER ROAD,Residential,Single Family Dwelling,,3164.592,21159950201,POINT (5857048.175409816 3844526.6925177015)
153 DEMPSEY HOUSING STREET,Residential,Unclassified,,5274.309,21159950100,POINT (5883171.245402441 3852436.235495272)
153 FLUTY LICK ROAD,Unclassified,Unclassified,,1186.722,21159950202,POINT (5855025.069021197 3879988.946779656)
153 MARCUMTOWN ROAD,Residential,Single Family Dwelling,,2307.5047999999997,21159950202,POINT (5847841.318003049 3888425.8305773675)
153 MULLETT BRANCH,Residential,Single Family Dwelling,,4450.222,21159950201,POINT (5853999.726124248 3831094.6432979587)
153 NEWBERRY LANE,Residential,Manufactured Home,,1120.797,21159950202,POINT (5847226.264960599 3855123.2305224347)
153 OLD MIDDLE FORK,Unclassified,Unclassified,,9658.58,21159950201,POINT (5847499.570648817 3854402.7493063025)
153 WILLIAMS BRANCH,Residential,Manufactured Home,,3263.4995,21159950100,POINT (5875652.379051984 3866834.3757639094)
1535 TOMAHAWK ROAD,Residential,Single Family Dwelling,,1928.434,21159950202,POINT (5836823.158389842 3858928.2708721804)
1537 SOUTH WOLF CREEK,Residential,Manufactured Home,,1846.014,21159950300,POINT (5869290.116100391 3822181.939492193)
1537 TOMAHAWK ROAD,Residential,Single Family Dwelling,,2801.978,21159950202,POINT (5836723.748925507 3858714.09988407)
1539 DAVELLA ROAD,Residential,Single Family Dwelling,,1582.296,21159950202,POINT (5833971.486201836 3826150.456668546)
154 DANS BRANCH,Residential,Unclassified,,1846.021,21159950300,POINT (5874718.625360027 3822098.7604034427)
154 GRACIE LANE,Residential,Unclassified,,1648.232,21159950100,POINT (5876615.112790298 3847079.2789595323)
154 KENNEY DRIVE,Unclassified,Unclassified,,1186.717,21159950202,POINT (5835879.6645947695 3863972.781803606)
154 MELANIE LANE,Residential,Single Family Dwelling,,3955.75,21159950202,POINT (5837586.126309916 3873015.410290546)
154 ROCKCASTLE ROAD,Unclassified,Unclassified,,7384.036,21159950202,POINT (5846870.559597357 3856306.64917233)
154 SPLIT ROCK HOLLOW,Residential,Manufactured Home,,1483.404,21159950201,POINT (5854025.577404274 3843841.714551373)
154 TOMAHAWK ROAD,Agriculture,Agriculture,,12411.1569,21159950202,POINT (5841515.788500914 3856481.062531499)
1541 EAST MAIN STREET,Residential,Single Family Dwelling,,3626.101,21159950100,POINT (5853163.073643395 3852022.23071636)
1546 RIVER FRONT ROAD,Residential,Single Family Dwelling,,1846.0175,21159950100,POINT (5888088.0155261485 3842452.9568645875)
155 EAST MAIN STREET,Commercial,Retail Trade,,6378.643,21159950202,POINT (5848609.6820830805 3855211.33480031)
155 FROG POND ROAD,Unclassified,Unclassified,,1681.1943999999999,21159950100,POINT (5873922.435518713 3828761.737668052)
155 JAMES LANE,Residential,Single Family Dwelling,,2505.286,21159950201,POINT (5853187.7908197865 3847539.3149869107)
155 MILLS BRANCH,Residential,Single Family Dwelling,,3032.736,21159950202,POINT (5860940.4897015765 3871882.7540809875)
155 MOLLETT BRANCH,Residential,Single Family Dwelling,,1813.045,21159950202,POINT (5829058.8839743575 3845054.740195173)
155 MURRAY ROAD,Residential,Manufactured Home,,2571.2339,21159950201,POINT (5851037.591761373 3852365.8432873394)
155 WILDFLOWER DRIVE,Residential,Single Family Dwelling,,6840.145,21159950202,POINT (5846631.220316335 3851678.893606245)
1553 SOUTH WOLF CREEK,Residential,Single Family Dwelling,,2703.0897999999997,21159950300,POINT (5869313.307105284 3822109.8095218358)
1555 LITTLE ROCKCASTLE ROAD,Unclassified,Unclassified,,1911.9479000000001,21159950100,POINT (5870110.310542848 3835570.8487946885)
1558 LITTLE BLACKLOG ROAD,Unclassified,Unclassified,,3296.464,21159950100,POINT (5860956.168081136 3851586.6105635483)
1558 SOUTH WOLF CREEK,Residential,Unclassified,,1582.288,21159950201,POINT (5869177.012971949 3822152.1720168144)
156 VENTERS BRANCH,Unclassified,Unclassified,,2736.047,21159950201,POINT (5841659.126422303 3833913.3753061653)
1563 RIVER FRONT ROAD,Residential,Single Family Dwelling,,1977.878,21159950100,POINT (5888190.244166994 3842450.747327562)
1563 TUG RIVER ROAD,Residential,Single Family Dwelling,,1977.864,21159950100,POINT (5863573.304842841 3872902.2166391504)
1566 RIVER FRONT ROAD,Residential,Unclassified,,1384.503,21159950100,POINT (5888108.093142913 3842388.550251471)
1567 CALF CREEK,Residential,Manufactured Home,,2241.59,21159950202,POINT (5855087.864041884 3871896.1807769416)
1567 SALTWELL ROAD,Residential,Single Family Dwelling,,3329.4036,21159950202,POINT (5838616.290290448 3846881.6801658096)
1568 COLDWATER ROAD,Residential,Manufactured Home,,5422.63,21159950201,POINT (5856667.756713099 3844413.130462015)
1569 SALTWELL ROAD,Residential,Single Family Dwelling,,3263.4727000000003,21159950202,POINT (5838188.090355932 3846518.5565869682)
157 BRANDON PLACE,Residential,Single Family Dwelling,,1813.031,21159950202,POINT (5861205.490125247 3871532.5852727056)
157 RALPH WILLIAMS ROAD,Residential,Single Family Dwelling,,1087.837,21159950202,POINT (5859538.367258453 3865083.1262746803)
157 WEST MAIN STREET,Unclassified,Unclassified,,791.1445,21159950202,POINT (5847253.7365266625 3855423.6647893297)
1571 EMILY CREEK,Residential,Manufactured Home,,2637.14,21159950100,POINT (5886526.986816592 3828345.191287524)
1573 DAVELLA ROAD,Residential,Manufactured Home,,4549.117700000001,21159950202,POINT (5833762.925655624 3826220.9544925736)
1578 CALF CREEK,Residential,Manufactured Home,,593.3504,21159950202,POINT (5855353.053062498 3871996.4240260324)
1579 SOUTH MILO ROAD,Residential,Single Family Dwelling,,2241.5939,21159950202,POINT (5835297.170219548 3867372.3187192683)
158 BILL STEPP BRANCH,Residential,Manufactured Home,,1977.867,21159950201,POINT (5852396.747615962 3852412.1751180612)
158 DANS BRANCH,Residential,Unclassified,,3032.735,21159950300,POINT (5874795.40400211 3822200.484680397)
158 HARDINVILLE ROAD,Residential,Single Family Dwelling,,1582.293,21159950201,POINT (5852991.090595347 3851903.8222523057)
1580 TOMAHAWK ROAD,Residential,Single Family Dwelling,,2966.807,21159950202,POINT (5837109.949531549 3859216.0045657787)
1582 SOUTH WOLF CREEK,Residential,Unclassified,,2505.3059,21159950201,POINT (5869206.690152041 3821940.1759645613)
1583 DAVELLA ROAD,Residential,Single Family Dwelling,,2356.986,21159950202,POINT (5833765.532992669 3826312.7110647433)
1583 PIGEON ROOST ROAD,Residential,Unclassified,,3230.5269,21159950300,POINT (5875920.166632478 3819649.1762589854)
1585 SOUTH WOLF CREEK,Residential,Unclassified,,1648.221,21159950300,POINT (5869356.181709333 3821802.239574521)
1588 COLDWATER ROAD,Residential,Single Family Dwelling,,3757.942,21159950201,POINT (5856627.49921752 3844247.8870092533)
1589 BIG LICK ROAD,Unclassified,Unclassified,,1269.134,21159950202,POINT (5852136.858919803 3871959.8150300523)
1589 RIVER FRONT ROAD,Commercial,Personal and Repair Services,,1648.215,21159950100,POINT (5888233.598816218 3842299.559683015)
159 BUCK BRANCH,Residential,Single Family Dwelling,,2900.8882000000003,21159950100,POINT (5883551.791739595 3839287.4175328095)
159 CARTER BRANCH,Residential,Unclassified,,1582.287,21159950201,POINT (5855222.805647845 3848872.9839895335)
159 CREEKWOOD ESTATES,Residential,Single Family Dwelling,,2769.019,21159950201,POINT (5858625.091802661 3840228.999408014)
159 MILO SUBDIVISION ROAD,Residential,Manufactured Home,,1846.017,21159950202,POINT (5836273.066300076 3871612.9441323434)
159 OTTO DRIVE,Residential,Manufactured Home,,1846.01,21159950201,POINT (5847426.884782898 3847767.5468003806)
159 RESERVOIR ROAD,Residential,Single Family Dwelling,,3757.974,21159950202,POINT (5853794.782879943 3858689.410186592)
159 VINEYARD VALLEY,Unclassified,Unclassified,,1186.722,21159950202,POINT (5847120.242041037 3874978.5355700995)
159 WILLIAMS BRANCH,Residential,Single Family Dwelling,,791.149,21159950100,POINT (5875403.314937512 3866793.189639232)
1590 TOMAHAWK ROAD,Residential,Single Family Dwelling,,2307.526,21159950202,POINT (5837051.304258369 3859356.113061871)
1594 EAST MAIN STREET,Residential,Single Family Dwelling,,2571.233,21159950201,POINT (5853246.146651934 3851767.6424947716)
1596 EMILY CREEK,Residential,Single Family Dwelling,,2109.708,21159950300,POINT (5887058.429406203 3828013.841754109)
1599 BIG ELK ROAD,Residential,Single Family Dwelling,,923.0058,21159950100,POINT (5876342.557264376 3853877.0119962944)
16 ALPHA SPUR,Residential,Unclassified,,2175.637,21159950202,POINT (5840014.755730483 3866621.406072679)
16 BEATRICE LOOP,Residential,Single Family Dwelling,,3889.8063,21159950202,POINT (5843857.721771726 3857757.8989257235)
16 DOGWOOD HEIGHTS,Residential,Single Family Dwelling,,4549.105,21159950201,POINT (5850390.712095711 3847529.68455294)
16 FIELDS TRAILER COURT,Residential,Unclassified,,1054.85,21159950202,POINT (5833112.191885058 3858666.67469688)
16 PRESTON GAP ROAD,Residential,Single Family Dwelling,,2505.272,21159950202,POINT (5840998.859135849 3871390.253835725)
16 TRACE FORK,Residential,Unclassified,,1878.979,21159950202,POINT (5828959.0463787 3842312.7122123125)
16 WHITE ROAD,Residential,Unclassified,,2505.3094,21159950202,POINT (5844045.638248851 3875477.335584608)
160 FLORA JOHNSON ROAD,Unclassified,Unclassified,,1780.082,21159950202,POINT (5843584.023230316 3874359.8617826365)
160 KENNEY DRIVE,Residential,Unclassified,,1582.294,21159950202,POINT (5835810.922932075 3863894.406919535)
160 NATHAN PLACE,Residential,Single Family Dwelling,,3428.311,21159950202,POINT (5836202.280361587 3829610.3118924336)
160 VENTERS BRANCH,Unclassified,Unclassified,,1384.506,21159950201,POINT (5841791.671728286 3833995.765043343)
1601 LONG BRANCH,Residential,Single Family Dwelling,,2373.454,21159950300,POINT (5898667.490277686 3825621.5942820245)
1606 RIVER FRONT ROAD,Residential,Manufactured Home,,1450.4457,21159950100,POINT (5888153.7411764255 3842089.5365408333)
161 BOONE BRANCH,Residential,Single Family Dwelling,,1714.174,21159950201,POINT (5848121.002372623 3849539.420775177)
161 DRY FORK,Unclassified,Unclassified,,5406.167299999999,21159950202,POINT (5859468.39027408 3869286.2581859455)
161 INDUSTRIAL ROAD,Commercial,Retail Trade,,38634.44,21159950201,POINT (5820437.153210192 3818384.0039512324)
161 MAUDE ROAD,Residential,Unclassified,,2933.8347999999996,21159950202,POINT (5851471.6745533645 3856618.1919069993)
161 RESERVOIR ROAD,Residential,Single Family Dwelling,,3609.6102,21159950202,POINT (5853829.586312147 3858498.292787498)
161 SPRING LANE,Unclassified,Unclassified,,857.0789,21159950300,POINT (5911195.999410656 3816603.421876976)
161 TWIN BRANCH SPUR,Residential,Unclassified,,3757.956,21159950202,POINT (5844535.389465773 3863249.8459079303)
161 UNION ROAD,Residential,Manufactured Home,,2472.334,21159950202,POINT (5858480.599211925 3863198.6312466753)
161 WARD TRAILER PARK ROAD,Residential,Unclassified,,1054.867,21159950100,POINT (5881478.401855735 3863136.4739489253)
161 WEST EDEN LANE,Unclassified,Unclassified,,2637.147,21159950202,POINT (5842465.305519443 3859322.2398751555)
1616 ROCKCASTLE ROAD,Agriculture,Agriculture,,5290.822,21159950202,POINT (5844208.31840031 3861151.8536833897)
162 BOARD WALK,Commercial,Retail Trade,,10284.88,21159950202,POINT (5845773.522533864 3855873.3923410103)
162 MILO SUBDIVISION ROAD,Residential,Manufactured Home,,1450.438,21159950202,POINT (5836265.5561003955 3871503.79462316)
1621 RIVER FRONT ROAD,Residential,Manufactured Home,,922.994,21159950100,POINT (5888266.432059995 3842086.8030157285)
1621 SALTWELL ROAD,Residential,Single Family Dwelling,,1780.093,21159950202,POINT (5838575.634710591 3847064.7375194607)
1628 TOMAHAWK ROAD,Residential,Single Family Dwelling,,3790.913,21159950202,POINT (5837077.9064416755 3859471.6045847554)
163 BOWEN LANE,Residential,Unclassified,,2505.293,21159950202,POINT (5844871.963055598 3873604.0222144136)
163 GROUNDHOG HOLLOW,Residential,Manufactured Home,,988.9243,21159950100,POINT (5882721.457807024 3846664.2375567523)
163 UPPER ALPHA BRANCH,Residential,Unclassified,,2373.436,21159950202,POINT (5840898.748335912 3865090.8989321287)
