PROP_ADDR,OCC_CLS,PRIM_OCC,SEC_OCC,area,bg,geometry,res,mfh,ind,com,caf,gro,type,index_right,TRACT,BLKGRP
1405 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2637.137,9501003,POINT (5887847.793041106 3843220.624896483),True,False,False,False,False,False,res,1,950100,3
1406 TUG RIVER ROAD,Residential,['Single Family Dwelling'],,5010.583,9501002,POINT (5864443.351775989 3872953.0800318434),True,False,False,False,False,False,res,2,950100,2
1408 TOMAHAWK ROAD,Residential,['Manufactured Home'],,527.4242,9502022,POINT (5837325.94194561 3858283.3097513244),True,False,False,False,False,False,res,15,950202,2
141 APPLE ORCHARD ROAD,Unclassified,['Unclassified'],,1318.592,9502011,POINT (5857904.430092492 3837522.102735936),False,False,False,True,False,False,com,19,950201,1
141 FLETCHER FORK,Residential,['Single Family Dwelling'],,1384.51,9502023,POINT (5833947.838519388 3861537.393296558),True,False,False,False,False,False,res,16,950202,3
141 JOHNNY MOLLETT ROAD,Residential,['Manufactured Home'],,1483.394,9502023,POINT (5828646.754551984 3848051.817545187),True,False,False,False,False,False,res,16,950202,3
141 MIDDLE FORK DAVIS BRANCH,Residential,['Unclassified'],,1054.871,9502024,POINT (5841115.033862864 3840373.4262138787),True,False,False,False,False,False,res,17,950202,4
141 SHORT STREET,Residential,['Manufactured Home'],,3626.09,9501001,POINT (5876917.4868570175 3867432.2623557635),True,False,False,False,False,False,res,0,950100,1
141 WEST EDEN LANE,Residential,['Single Family Dwelling'],,1483.399,9502022,POINT (5842621.020163926 3859378.992835146),True,False,False,False,False,False,res,15,950202,2
1411 LITTLE PETER CAVE ROAD,Unclassified,['Retail Trade'],,593.3584,9501003,POINT (5874714.332003896 3838791.4586959947),False,False,False,False,True,False,caf,1,950100,3
1412 LONG BRANCH,Residential,['Single Family Dwelling'],,923.0074,9503001,POINT (5898090.463643141 3825402.884030016),True,False,False,False,False,False,res,3,950300,1
1412 SOUTH WOLF CREEK,Unclassified,['Unclassified'],,791.1511,9502012,POINT (5869144.409497837 3822910.210215271),False,False,False,True,False,False,com,18,950201,2
1412 TRACE FORK,Residential,['Single Family Dwelling'],,2472.3278999999998,9502023,POINT (5822844.539073224 3839219.7236051783),True,False,False,False,False,False,res,16,950202,3
1414 RIVER FRONT ROAD,Commercial,['Retail Trade'],,890.0516,9501003,POINT (5887615.866709993 3843054.9759997),False,False,False,True,False,False,com,1,950100,3
1416 PIGEON ROOST ROAD,Unclassified,['Retail Trade'],,4779.8724,9503001,POINT (5875199.370116248 3820160.276664723),False,False,False,False,False,True,gro,3,950300,1
1416 TOMAHAWK ROAD,Residential,['Manufactured Home'],,2109.714,9502022,POINT (5837258.5718265185 3858489.6397738275),True,False,False,False,False,False,res,15,950202,2
142 BOONE BRANCH,Residential,['Unclassified'],,1582.293,9502011,POINT (5848166.002216469 3849446.5246116086),True,False,False,False,False,False,res,19,950201,1
142 COLLINS CREEK,Residential,['Single Family Dwelling'],,2142.694,9501003,POINT (5884316.167082862 3847160.9100632817),True,False,False,False,False,False,res,1,950100,3
142 DANS BRANCH,Residential,['Single Family Dwelling'],,3263.4797,9503001,POINT (5874672.97488286 3822004.10452124),True,False,False,False,False,False,res,3,950300,1
142 GROUNDHOG HOLLOW,Residential,['Single Family Dwelling'],,2109.731,9501003,POINT (5882555.9739080435 3846841.334823371),True,False,False,False,False,False,res,1,950100,3
142 LITTLE ROCKCASTLE ROAD,Residential,['Manufactured Home'],,1780.093,9502012,POINT (5867733.034659341 3842029.5275141504),True,False,False,False,False,False,res,18,950201,2
142 MCKINNEY ROAD,Residential,['Manufactured Home'],,2439.383,9502021,POINT (5845534.252963527 3870115.5802931935),True,False,False,False,False,False,res,14,950202,1
142 MUDDY BRANCH,Unclassified,['Unclassified'],,1582.284,9502011,POINT (5857633.528663619 3838445.9865585454),False,False,False,True,False,False,com,19,950201,1
142 ROCKY BRANCH,Residential,['Single Family Dwelling'],,2505.285,9502012,POINT (5872328.692807451 3825656.6603675038),True,False,False,False,False,False,res,18,950201,2
142 SPRING LANE,Unclassified,['Retail Trade'],,6807.140600000001,9503001,POINT (5911435.317886247 3816706.612411714),False,False,False,False,True,False,caf,3,950300,1
1422 EAST MAIN STREET,Commercial,['Retail Trade'],,13976.96,9502011,POINT (5852736.640743158 3852531.959153751),False,False,False,False,True,False,caf,19,950201,1
1423 RIVER FRONT ROAD,Commercial,['Retail Trade'],,6131.384,9501003,POINT (5887937.694281974 3843188.408988817),False,False,False,True,False,False,com,1,950100,3
1425 WHITE OAK ROAD,Unclassified,['Retail Trade'],,791.1412,9503001,POINT (5883987.766302496 3821326.464384215),False,False,False,False,True,False,caf,3,950300,1
1428 SALTWELL ROAD,Residential,['Single Family Dwelling'],,3510.702,9502024,POINT (5839811.784896813 3846851.478516485),True,False,False,False,False,False,res,17,950202,4
1428 SOUTH WOLF CREEK,Residential,['Unclassified'],,1648.209,9502012,POINT (5869054.11667142 3822721.1400801525),True,False,False,False,False,False,res,18,950201,2
143 FIREHOUSE LANE,Unclassified,['Retail Trade'],,2274.542,9501001,POINT (5882464.191162971 3848181.905322735),False,False,False,False,True,False,caf,0,950100,1
143 JAKES PLACE,Residential,['Manufactured Home'],,2373.449,9501002,POINT (5867352.432393689 3861349.1823407034),True,False,False,False,False,False,res,2,950100,2
143 LONG BRANCH,Residential,['Manufactured Home'],,1186.717,9503001,POINT (5896133.784462258 3832589.3408335247),True,False,False,False,False,False,res,3,950300,1
143 MARCUM HOLLOW,Residential,['Unclassified'],,1384.506,9501003,POINT (5877749.01812006 3842088.7806970193),True,False,False,False,False,False,res,1,950100,3
143 MOLLETT BRANCH,Residential,['Single Family Dwelling'],,4285.3688999999995,9502023,POINT (5829005.772902907 3845197.5142079033),True,False,False,False,False,False,res,16,950202,3
143 NEWBERRY LANE,Residential,['Manufactured Home'],,2373.432,9502024,POINT (5847189.669965866 3855051.017290783),True,False,False,False,False,False,res,17,950202,4
143 SANSOM DRIVE,Residential,['Single Family Dwelling'],,5274.313,9502021,POINT (5849240.406148158 3871964.1881503672),True,False,False,False,False,False,res,14,950202,1
143 TOMAHAWK ESTATE,Residential,['Unclassified'],,1977.87,9502024,POINT (5833480.45813115 3858062.664137225),True,False,False,False,False,False,res,17,950202,4
143 WARD TRAILER PARK ROAD,Residential,['Unclassified'],,923.0048,9501001,POINT (5881386.31702765 3863187.7114613396),True,False,False,False,False,False,res,0,950100,1
1430 LONG BRANCH,Residential,['Single Family Dwelling'],,1648.208,9503001,POINT (5898217.664848608 3826452.8353383304),True,False,False,False,False,False,res,3,950300,1
1431 WHITE OAK ROAD,Residential,['Manufactured Home'],,2373.446,9503001,POINT (5884094.387395379 3821215.0644122767),True,False,False,False,False,False,res,3,950300,1
1432 RIVER FRONT ROAD,Commercial,['Retail Trade'],,7614.781,9501003,POINT (5887730.524133814 3842964.7974828337),False,False,False,True,False,False,com,1,950100,3
1433 CALLOWAY ROAD,Unclassified,['Retail Trade'],,593.3575,9502023,POINT (5832240.266891937 3864507.2382716243),False,False,False,False,True,False,caf,16,950202,3
1433 RIVER FRONT ROAD,Commercial,['Retail Trade'],,7384.057,9501003,POINT (5888071.1804776285 3843264.293821754),False,False,False,False,True,False,caf,1,950100,3
1438 PIGEON ROOST ROAD,Residential,['Unclassified'],,2307.5191,9503001,POINT (5875355.0382161215 3820073.801944177),True,False,False,False,False,False,res,3,950300,1
144 BIG BRANCH,Residential,['Manufactured Home'],,5076.531,9501003,POINT (5880180.613439851 3833809.757216681),True,False,False,False,False,False,res,1,950100,3
144 CREEKWOOD ESTATES,Residential,['Single Family Dwelling'],,4384.263499999999,9502011,POINT (5858482.544475223 3840319.7347883983),True,False,False,False,False,False,res,19,950201,1
144 CUMBO ROAD,Unclassified,['Unclassified'],,2900.879,9502024,POINT (5839143.551526508 3835582.759423557),False,False,False,True,False,False,com,17,950202,4
144 DRY FORK,Residential,['Single Family Dwelling'],,3955.728,9502021,POINT (5859383.826141526 3869627.29394601),True,False,False,False,False,False,res,14,950202,1
144 ROCKCASTLE ROAD,Residential,['Unclassified'],,2769.019,9502021,POINT (5846957.44404479 3856467.7303160364),True,False,False,False,False,False,res,14,950202,1
144 TUNNEL ROAD,Residential,['Unclassified'],,2999.763,9501003,POINT (5884805.192589416 3839975.1756843715),True,False,False,False,False,False,res,1,950100,3
1441 RIVER FRONT ROAD,Commercial,['Personal and Repair Services'],,4944.688,9501003,POINT (5887914.676736442 3842988.6689998438),False,False,False,True,False,False,com,1,950100,3
1442 RIVER FRONT ROAD,Commercial,['Retail Trade'],,3560.171,9501003,POINT (5887822.912797453 3842879.2040307936),False,False,False,False,True,False,caf,1,950100,3
1449 EMILY CREEK,Residential,['Manufactured Home'],,4582.063,9501003,POINT (5886131.562069275 3828102.0759234624),True,False,False,False,False,False,res,1,950100,3
1449 RIVER FRONT ROAD,Commercial,['Retail Trade'],,9839.9029,9501003,POINT (5888396.222316097 3843118.12126717),False,False,False,False,True,True,gro,1,950100,3
1449 SALTWELL ROAD,Residential,['Single Family Dwelling'],,2439.3725,9502024,POINT (5838723.924036632 3847162.937733297),True,False,False,False,False,False,res,17,950202,4
145 CRUM BRANCH,Residential,['Single Family Dwelling'],,2274.56,9502011,POINT (5844969.79364708 3840363.4075000226),True,False,False,False,False,False,res,19,950201,1
145 HUNTERS ROAD,Residential,['Manufactured Home'],,4351.3261999999995,9502023,POINT (5829232.440726946 3845942.3615442384),True,False,False,False,False,False,res,16,950202,3
145 WHITE OAK ROAD,Residential,['Single Family Dwelling'],,6032.509,9503001,POINT (5884443.047447749 3826101.872229367),True,False,False,False,False,False,res,3,950300,1
145 WILLIAMSON DRIVE,Residential,['Unclassified'],,3955.725,9502021,POINT (5845915.384844357 3872209.9469070504),True,False,False,False,False,False,res,14,950202,1
1452 COLDWATER ROAD,Residential,['Single Family Dwelling'],,5735.807000000001,9502011,POINT (5856505.9899835745 3844644.9628356225),True,False,False,False,False,False,res,19,950201,1
1453 COLDWATER ROAD,Residential,['Single Family Dwelling'],,3461.258,9502012,POINT (5857057.096348802 3844935.2233100883),True,False,False,False,False,False,res,18,950201,2
1453 EAST MAIN STREET,Residential,['Single Family Dwelling'],,5010.596,9501002,POINT (5853039.398514543 3852435.345097752),True,False,False,False,False,False,res,2,950100,2
1454 WHITE OAK ROAD,Residential,['Manufactured Home'],,2109.742,9503001,POINT (5884074.932765301 3821059.674740018),True,False,False,False,False,False,res,3,950300,1
1456 EAST MAIN STREET,Commercial,['Retail Trade'],,6164.335,9502011,POINT (5852634.258742907 3852424.564863139),False,False,False,False,True,False,caf,19,950201,1
1459 PIGEON ROOST ROAD,Residential,['Single Family Dwelling'],,3873.352,9503001,POINT (5875497.055664157 3820137.5181143633),True,False,False,False,False,False,res,3,950300,1
146 COLLIER ROAD,Residential,['Manufactured Home'],,1087.823,9502024,POINT (5837421.152066999 3830192.2111287885),True,False,False,False,False,False,res,17,950202,4
146 EVERETT ROAD,Unclassified,['Retail Trade'],,791.1339,9501003,POINT (5877758.037371558 3842329.8387733707),False,False,False,False,True,False,caf,1,950100,3
146 HILLCREST DRIVE,Residential,['Single Family Dwelling'],,1285.609,9502024,POINT (5834461.542911276 3827520.522536313),True,False,False,False,False,False,res,17,950202,4
146 PRESTON LANE,Residential,['Single Family Dwelling'],,2076.7646,9502022,POINT (5847229.008026318 3883664.6532277674),True,False,False,False,False,False,res,15,950202,2
146 STEPP BOTTOM,Residential,['Single Family Dwelling'],,2768.994,9502011,POINT (5853431.0523954835 3848946.738614116),True,False,False,False,False,False,res,19,950201,1
1462 COLDWATER ROAD,Residential,['Single Family Dwelling'],,3955.734,9502011,POINT (5856693.20622635 3844671.4822103684),True,False,False,False,False,False,res,19,950201,1
1462 PIGEON ROOST ROAD,Residential,['Unclassified'],,3230.516,9503001,POINT (5875466.500164698 3819996.207032295),True,False,False,False,False,False,res,3,950300,1
1464 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,1846.004,9501003,POINT (5887898.574355195 3842840.9492889773),True,False,False,False,False,False,res,1,950100,3
1466 WHITE OAK ROAD,Residential,['Manufactured Home'],,1714.159,9503001,POINT (5884137.44852479 3820991.072070456),True,False,False,False,False,False,res,3,950300,1
147 BOONE BRANCH,Residential,['Single Family Dwelling'],,1928.437,9502011,POINT (5848194.560932157 3849713.868532502),True,False,False,False,False,False,res,19,950201,1
147 CRUM BRANCH,Residential,['Single Family Dwelling'],,5076.536,9502011,POINT (5844943.933288967 3840277.587000882),True,False,False,False,False,False,res,19,950201,1
147 DAVIS BRANCH,Residential,['Single Family Dwelling'],,1714.153,9501003,POINT (5882136.1601684885 3837330.147082834),True,False,False,False,False,False,res,1,950100,3
147 HAPPY HOLLOW,Residential,['Manufactured Home'],,1483.407,9501002,POINT (5861851.750218657 3846434.3154329546),True,False,False,False,False,False,res,2,950100,2
147 INDUSTRIAL ROAD,Commercial,['Retail Trade'],,10153.02,9502011,POINT (5820087.829567685 3818140.7778079873),False,False,False,True,False,False,com,19,950201,1
147 MOUNTAIN ENTERPRISE DRIVE,Residential,['Single Family Dwelling'],,3560.1656000000003,9502011,POINT (5846111.829170326 3843336.6693313876),True,False,False,False,False,False,res,19,950201,1
147 SPENCE BRANCH,Residential,['Single Family Dwelling'],,2373.428,9502022,POINT (5835108.060988033 3873190.313874688),True,False,False,False,False,False,res,15,950202,2
147 STEPP BOTTOM,Residential,['Manufactured Home'],,2142.691,9502011,POINT (5853590.258385113 3849043.035977035),True,False,False,False,False,False,res,19,950201,1
147 TONEY HOWELL LANE,Residential,['Manufactured Home'],,2076.756,9502022,POINT (5839044.355460233 3867674.014709548),True,False,False,False,False,False,res,15,950202,2
1471 SOUTH WOLF CREEK,Residential,['Manufactured Home'],,2076.77,9502012,POINT (5869156.386036869 3822246.0687471093),True,False,False,False,False,False,res,18,950201,2
1476 RIVER FRONT ROAD,Residential,['Single Family Dwelling'],,2175.656,9501003,POINT (5887947.074196681 3842787.825938855),True,False,False,False,False,False,res,1,950100,3
148 EAST MAIN STREET,Commercial,['Retail Trade'],,2521.804,9502011,POINT (5848662.765575518 3855057.841013851),False,False,False,True,False,False,com,19,950201,1
148 HOWELL ROAD,Residential,['Manufactured Home'],,2109.719,9501003,POINT (5881124.652400884 3844848.0160240694),True,False,False,False,False,False,res,1,950100,3
148 MCKINNEY ROAD,Residential,['Manufactured Home'],,988.9346,9502021,POINT (5845486.039521314 3870311.6154568177),True,False,False,False,False,False,res,14,950202,1
148 TRACE FORK,Residential,['Single Family Dwelling'],,3098.6573,9502023,POINT (5828366.514763626 3842153.0379337473),True,False,False,False,False,False,res,16,950202,3
1488 EAST MAIN STREET,Commercial,['Entertainment and Recreation'],,3955.739,9502011,POINT (5852891.996081887 3852217.407028178),False,False,False,True,False,False,com,19,950201,1
1489 EAST MAIN STREET,Residential,['Single Family Dwelling'],,1977.88,9501002,POINT (5853055.448766934 3852261.779798242),True,False,False,False,False,False,res,2,950100,2
1489 SOUTH WOLF CREEK,Residential,['Unclassified'],,2241.581,9503001,POINT (5869209.052378928 3822599.0830665925),True,False,False,False,False,False,res,3,950300,1
149 BIG ELK ROAD,Residential,['Single Family Dwelling'],,1928.421,9501002,POINT (5877076.426545896 3846690.533532475),True,False,False,False,False,False,res,2,950100,2
149 DYE BOTTOM,Residential,['Unclassified'],,1318.578,9503001,POINT (5864118.884535627 3819766.998802042),True,False,False,False,False,False,res,3,950300,1
149 LEWIS PRESTON ROAD,Unclassified,['Retail Trade'],,1483.396,9502022,POINT (5840260.084878617 3871007.909348429),False,False,False,False,True,False,caf,15,950202,2
149 NEWBERRY LANE,Residential,['Single Family Dwelling'],,3263.4917,9502024,POINT (5847158.909065464 3855158.2511319527),True,False,False,False,False,False,res,17,950202,4
